Index,Time,accel_x,accel_y,accel_z,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z,heading,roll,pitch,linacc_x,linacc_y,linacc_z,gravity_x,gravity_y,gravity_z,quat_w,quat_x,quat_y,quat_z
422,30.295,-0.945,1.110,9.630,-69.125,-55.406,-43.281,-0.094,0.093,0.000,145.875,-4.938,-6.500,-0.030,-0.015,-0.175,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
423,30.365,-0.940,1.130,9.575,-69.125,-55.062,-43.281,-0.063,-0.032,0.031,145.875,-4.938,-6.500,-0.040,0.005,-0.235,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
424,30.440,-0.940,1.120,9.605,-69.281,-55.281,-39.062,0.031,-0.125,0.000,145.875,-4.938,-6.500,-0.085,0.010,-0.155,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
425,30.509,-0.925,1.135,9.650,-69.281,-55.500,-39.281,0.000,-0.032,-0.031,145.875,-4.938,-6.500,-0.070,0.035,-0.085,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
426,30.585,-0.960,1.135,9.710,-69.688,-55.281,-43.281,0.000,0.031,0.031,145.875,-4.938,-6.500,0.000,0.020,-0.200,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
426,30.585,-0.960,1.135,9.710,-69.688,-55.281,-43.281,0.000,0.031,0.031,145.875,-4.938,-6.500,0.000,0.020,-0.200,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
427,30.657,-0.905,1.090,9.535,-69.875,-55.281,-42.875,0.062,0.000,0.062,145.875,-4.938,-6.500,-0.075,0.005,-0.145,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
428,30.728,-0.915,1.085,9.525,-70.062,-55.281,-43.282,0.062,-4.250,0.125,145.875,-4.938,-6.500,-0.095,0.005,-0.110,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
429,30.808,-0.995,1.150,9.695,-70.062,-55.406,-43.282,0.062,-4.156,0.157,145.875,-4.938,-6.500,-0.080,0.040,-0.140,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
430,30.879,-0.905,1.135,9.635,-69.656,-55.000,-42.469,0.125,-0.031,0.125,145.875,-4.938,-6.500,-0.105,0.045,-0.110,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
431,30.951,-0.845,1.080,9.570,-69.656,-55.000,-42.656,0.093,0.219,0.062,145.875,-4.938,-6.500,-0.075,-0.005,-0.065,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
431,30.951,-0.845,1.080,9.570,-69.656,-55.000,-42.656,0.093,0.219,0.062,145.875,-4.938,-6.500,-0.075,-0.005,-0.065,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
432,31.023,-0.920,1.105,9.620,-69.656,968.594,-42.468,0.031,0.000,0.000,145.875,-4.938,-6.500,-0.070,0.000,-0.070,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
433,31.095,-0.945,1.120,9.685,-69.469,969.344,-42.218,0.062,-0.094,0.000,145.875,-4.938,-6.500,-0.080,0.015,-0.060,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
434,31.169,-0.935,1.110,9.640,-69.875,-54.875,-42.218,0.000,-0.156,0.062,145.875,-4.938,-6.500,-0.055,-0.050,-0.080,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
435,31.240,-0.930,1.130,9.585,-69.469,-55.094,-42.062,0.000,-0.031,0.032,145.875,-4.938,-6.500,-0.080,-0.065,-0.165,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
436,31.315,-0.895,1.095,9.530,-69.062,-54.688,-42.250,-0.032,-0.062,0.094,145.875,-4.938,-6.500,-0.075,-0.045,-0.200,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
436,31.315,-0.895,1.095,9.530,-69.062,-54.688,-42.250,-0.032,-0.062,0.094,145.875,-4.938,-6.500,-0.075,-0.045,-0.200,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
437,31.386,-0.900,1.070,9.570,-69.469,-54.875,-41.875,-0.157,-0.312,0.188,145.875,-4.938,-6.500,-0.050,-0.035,-0.130,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
438,31.457,-0.915,1.110,9.590,-70.031,-55.062,-41.500,0.032,-0.094,0.125,145.875,-4.938,-6.500,-0.045,0.000,-0.120,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
439,31.537,-0.930,1.100,9.620,-69.812,-54.875,-42.281,0.094,-0.313,0.093,145.875,-4.938,-6.500,-0.060,-0.005,-0.095,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
440,31.608,-0.925,1.075,9.620,-69.469,-55.094,-42.812,0.031,-0.063,0.000,145.875,-4.938,-6.500,-0.075,-0.025,-0.085,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
441,31.684,-0.950,1.100,9.605,-70.031,-54.875,-43.031,0.000,0.156,-0.031,145.875,-4.938,-6.500,-0.060,-0.025,-0.140,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
441,31.684,-0.950,1.100,9.605,-70.031,-54.875,-43.031,0.000,0.156,-0.031,145.875,-4.938,-6.500,-0.060,-0.025,-0.140,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
442,31.755,-0.940,1.110,9.625,-70.031,-54.656,-43.281,-0.031,0.094,0.031,145.875,-4.938,-6.500,-0.095,-0.020,-0.060,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
443,31.827,-0.890,1.105,9.580,-69.469,-55.062,-43.406,-0.031,0.157,0.031,145.875,-4.938,-6.500,-0.070,-0.010,-0.075,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
444,31.909,-0.955,1.125,9.645,-69.656,-55.062,-43.000,0.000,-0.406,0.094,145.875,-4.938,-6.500,-0.090,0.010,-0.070,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
445,31.980,-0.950,1.125,9.620,-69.469,-55.406,-42.250,-0.032,-0.469,0.094,145.875,-4.938,-6.500,-0.085,0.000,-0.085,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
446,32.051,-0.920,1.140,9.625,-69.469,-55.000,-42.250,-0.032,-0.250,0.094,145.875,-4.938,-6.500,-0.055,-0.010,-0.080,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
446,32.051,-0.920,1.140,9.625,-69.469,-55.000,-42.250,-0.032,-0.250,0.094,145.875,-4.938,-6.500,-0.055,-0.010,-0.080,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
447,32.122,-0.920,1.140,9.620,-69.469,-54.656,-42.406,-0.032,-0.156,0.063,145.875,-4.938,-6.500,-0.050,-0.015,-0.090,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
448,32.194,-0.915,1.140,9.555,-69.062,-55.281,-42.625,-0.125,0.125,0.032,145.875,-4.938,-6.500,-0.075,-0.015,0.010,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
449,32.271,-0.900,1.170,9.530,-69.250,-55.500,-42.094,-0.062,0.093,0.093,145.875,-4.938,-6.500,-0.075,0.035,-0.005,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
450,32.342,-0.935,1.135,9.605,-69.250,-54.875,-42.281,0.031,-0.188,0.125,145.875,-4.938,-6.500,-0.020,0.020,-0.170,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
451,32.413,-0.950,1.105,9.615,-69.250,-54.656,-42.656,-0.032,0.000,0.125,145.875,-4.938,-6.500,-0.070,-0.030,-0.045,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
451,32.413,-0.950,1.105,9.615,-69.250,-54.656,-42.656,-0.032,0.000,0.125,145.875,-4.938,-6.500,-0.070,-0.030,-0.045,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
452,32.485,-0.955,1.150,9.580,-69.469,-55.062,-42.406,-0.093,0.281,0.031,145.875,-4.938,-6.500,-0.095,0.005,-0.050,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
453,32.556,-0.935,1.155,9.670,-69.688,-55.281,-43.031,-0.031,0.062,0.062,145.875,-4.938,-6.500,-0.080,0.025,-0.075,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
454,32.631,-0.875,1.120,9.625,-69.875,-55.281,-42.688,0.062,0.156,0.032,145.875,-4.938,-6.500,-0.055,0.005,-0.070,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
455,32.702,-0.950,1.075,9.615,-70.062,-55.281,-41.688,0.032,-0.094,0.000,145.875,-4.938,-6.500,0.015,0.000,-0.070,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
456,32.779,-1.010,1.055,9.625,-70.062,-55.500,-42.688,-0.093,0.000,0.062,145.875,-4.938,-6.500,-0.040,-0.015,0.015,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
456,32.779,-1.010,1.055,9.625,-70.062,-55.500,-42.688,-0.093,0.000,0.062,145.875,-4.938,-6.500,-0.040,-0.015,0.015,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
457,32.850,-1.000,1.100,9.620,-69.656,-55.281,-43.468,-0.093,0.063,0.000,145.875,-4.938,-6.500,-0.080,0.005,-0.055,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
458,32.919,-0.925,1.100,9.695,-69.469,-54.875,-42.062,-0.031,-0.281,0.032,145.875,-4.938,-6.500,0.010,0.020,-0.210,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
459,33.003,-0.910,1.105,9.745,-69.281,-55.094,-41.656,-0.031,0.156,0.032,145.875,-4.938,-6.500,-0.035,0.015,-0.105,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
460,33.072,-0.895,1.130,9.625,-69.281,-55.281,-42.406,-0.031,0.156,0.000,145.875,-4.938,-6.500,-0.050,0.020,-0.075,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
461,33.143,-0.900,1.110,9.605,-69.469,-54.875,-43.031,-0.031,0.156,0.031,145.875,-4.938,-6.500,-0.005,0.005,-0.205,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
461,33.143,-0.900,1.110,9.605,-69.469,-54.875,-43.031,-0.031,0.156,0.031,145.875,-4.938,-6.500,-0.005,0.005,-0.205,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
462,33.217,-0.905,1.105,9.605,-69.469,-54.688,-43.094,0.000,0.156,0.062,145.875,-4.938,-6.500,-0.080,0.000,-0.100,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
463,33.288,-0.925,1.105,9.605,-69.875,-54.875,-42.469,0.031,-0.031,0.125,145.875,-4.938,-6.500,-0.085,-0.010,-0.085,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
464,33.367,-0.995,1.095,9.735,-69.656,-55.062,-42.656,0.031,0.063,0.125,145.875,-4.938,-6.500,-0.030,-0.015,-0.115,-0.850,1.110,9.060,0.292,0.058,-0.042,-0.954
465,33.437,-0.915,1.070,9.635,-69.812,-54.875,-43.406,-0.032,-0.093,0.093,145.875,-4.938,-6.500,-0.035,-0.015,-0.070,-0.850,1.110,9.060,0.292,0.058,-0.042,-0.954
466,33.508,-0.920,1.070,9.620,-69.812,-54.469,-43.625,-0.032,-0.157,0.062,145.875,-4.938,-6.500,-0.090,-0.015,-0.035,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
466,33.508,-0.920,1.070,9.620,-69.812,-54.469,-43.625,-0.032,-0.157,0.062,145.875,-4.938,-6.500,-0.090,-0.015,-0.035,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
467,33.576,-0.925,1.090,9.630,-69.250,-54.469,-43.031,0.062,-0.125,0.031,145.875,-4.938,-6.500,-0.105,-0.010,-0.045,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
468,33.647,-0.845,1.110,9.540,-69.250,-54.875,-42.031,-0.063,0.000,-0.031,145.875,-4.938,-6.500,-0.065,-0.010,-0.065,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
469,33.724,-0.865,1.120,9.650,-69.250,-55.281,-42.031,-0.125,-0.188,0.032,145.875,-4.938,-6.500,-0.055,-0.005,0.010,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
470,33.795,-0.930,1.100,9.685,-69.812,-55.281,-42.625,-0.062,0.062,0.062,145.875,-4.938,-6.500,-0.080,-0.010,-0.020,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
471,33.868,-0.945,1.110,9.635,-70.031,-55.281,-42.625,-0.031,0.156,0.031,145.875,-4.938,-6.500,-0.070,-0.005,-0.080,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
471,33.868,-0.945,1.110,9.635,-70.031,-55.281,-42.625,-0.031,0.156,0.031,145.875,-4.938,-6.500,-0.070,-0.005,-0.080,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
472,33.939,-0.940,1.115,9.675,-70.031,-55.500,-42.781,0.000,0.250,0.000,145.875,-4.969,-6.500,-0.065,0.005,-0.045,-0.850,1.110,9.700,0.292,0.058,-0.042,-0.954
473,34.009,-0.920,1.095,9.615,-69.812,-55.281,-43.031,0.031,0.125,-0.031,145.875,-5.000,-6.500,-0.075,-0.005,-0.070,-0.850,1.110,9.700,0.292,0.059,-0.042,-0.954
474,34.079,-0.925,1.115,9.615,-69.469,-55.062,-42.656,0.000,-0.031,0.031,145.875,-5.000,-6.500,-0.060,-0.010,-0.105,-0.850,1.110,9.700,0.292,0.059,-0.042,-0.954
475,34.150,-0.910,1.120,9.585,-69.281,-55.062,-43.062,-0.031,0.313,0.031,145.875,-5.000,-6.500,-0.070,-0.010,-0.070,-0.850,1.110,9.700,0.292,0.059,-0.042,-0.954
476,34.227,-0.880,1.090,9.535,-69.469,-55.062,-42.688,-0.031,-0.031,-0.031,145.875,-5.000,-6.500,-0.055,-0.015,-0.080,-0.850,1.110,9.700,0.292,0.059,-0.042,-0.954
477,34.298,-0.920,1.095,9.635,-69.875,-54.656,-42.281,-0.031,0.031,-0.062,145.875,-5.000,-6.500,-0.060,-0.010,-0.065,-0.850,1.110,9.700,0.292,0.059,-0.042,-0.954
477,34.298,-0.920,1.095,9.635,-69.875,-54.656,-42.281,-0.031,0.031,-0.062,145.875,-5.000,-6.500,-0.060,-0.010,-0.065,-0.850,1.110,9.700,0.292,0.059,-0.042,-0.954
478,34.368,-0.920,1.110,9.625,-69.281,-55.000,-42.875,0.062,0.000,-0.125,145.875,-5.000,-6.500,-0.060,0.000,-0.075,-0.850,1.110,9.700,0.292,0.059,-0.042,-0.954
479,34.439,-0.955,0.975,9.675,-69.469,-55.625,-43.094,0.157,0.000,-0.094,145.875,-5.000,-6.500,-0.095,-0.130,-0.030,-0.850,1.110,9.700,0.292,0.059,-0.042,-0.954
480,34.509,-0.980,0.940,-154.145,-70.062,-55.281,-43.688,0.094,-0.032,0.000,145.875,-5.000,-6.500,-0.120,-0.160,-0.005,-0.850,1.110,9.700,0.292,0.059,-0.042,-0.954
481,34.580,-0.940,1.120,-154.235,-70.219,-55.062,-43.032,0.031,0.062,-0.062,145.875,-5.000,-6.500,-0.080,0.015,-0.090,-0.855,1.110,9.700,0.292,0.059,-0.042,-0.954
482,34.650,-0.920,1.110,9.620,-70.219,-55.406,-42.594,0.062,0.031,-0.062,145.875,-5.000,-6.500,-0.060,0.045,-0.045,-0.860,1.110,9.700,0.292,0.059,-0.042,-0.954
483,34.725,-0.885,1.045,9.630,-70.219,-55.625,-42.781,0.000,-0.157,-0.062,145.875,-5.000,-6.500,-0.015,-0.015,-0.040,-0.860,1.110,9.700,0.292,0.059,-0.042,-0.954
483,34.725,-0.885,1.045,9.630,-70.219,-55.625,-42.781,0.000,-0.157,-0.062,145.875,-5.000,-6.500,-0.015,-0.015,-0.040,-0.860,1.110,9.700,0.292,0.059,-0.042,-0.954
484,34.795,-0.880,1.090,9.640,-70.219,-55.500,-41.812,0.032,-0.032,-0.062,145.875,-5.000,-6.500,-0.010,-0.015,-0.060,-0.860,1.110,9.700,0.292,0.059,-0.042,-0.954
485,34.865,-0.880,1.085,9.615,-70.062,-55.281,-41.812,0.000,0.031,-0.031,145.875,-5.000,-6.500,-0.020,-0.025,-0.055,-0.860,1.110,9.700,0.292,0.059,-0.042,-0.954
486,34.933,-0.890,1.090,9.630,-69.875,-55.281,-42.812,-0.062,-0.125,0.000,145.875,-5.000,-6.500,-0.015,-0.030,-0.120,-0.860,1.110,9.700,0.292,0.059,-0.042,-0.954
487,35.004,-0.905,1.115,9.650,-69.469,-55.094,-43.062,0.031,-0.188,0.000,145.875,-5.000,-6.500,-0.035,-0.005,-0.095,-0.860,1.110,9.700,0.292,0.059,-0.042,-0.954
488,35.081,-0.905,1.100,9.620,-69.250,-54.688,-42.468,0.000,0.157,0.032,145.875,-5.031,-6.500,-0.050,-0.010,-0.045,-0.860,1.110,9.700,0.292,0.059,-0.041,-0.954
488,35.081,-0.905,1.100,9.620,-69.250,-54.688,-42.468,0.000,0.157,0.032,145.875,-5.031,-6.500,-0.050,-0.010,-0.045,-0.860,1.110,9.700,0.292,0.059,-0.041,-0.954
489,35.151,-0.930,1.115,9.605,-69.469,-54.875,-41.688,0.000,0.125,0.000,145.875,-5.062,-6.500,-0.065,0.005,-0.085,-0.860,1.110,9.700,0.292,0.059,-0.041,-0.954
490,35.223,-0.940,1.135,9.600,-69.688,-54.656,-41.875,0.062,0.062,0.000,145.875,-5.062,-6.500,-0.050,0.015,-0.115,-0.860,1.110,9.700,0.292,0.059,-0.041,-0.954
491,35.295,-0.955,1.115,9.620,-69.469,-54.469,-42.000,0.093,-0.188,0.062,145.875,-5.062,-6.500,-0.070,0.010,-0.070,-0.865,1.110,9.700,0.292,0.059,-0.041,-0.954
492,35.365,-0.595,1.060,9.590,-69.062,-55.094,-41.625,-0.219,2.781,24.750,145.531,-5.062,-6.531,0.265,-0.040,-0.075,-0.870,1.115,9.700,0.296,0.059,-0.042,-0.952
493,35.433,-0.635,1.100,9.610,-70.031,-54.344,-42.281,-0.250,2.906,21.875,144.906,-5.062,-6.594,0.290,-0.055,-0.105,-0.865,1.125,9.700,0.302,0.060,-0.042,-0.950
494,35.504,-0.990,1.150,9.630,-70.781,-52.625,-42.812,0.000,-0.125,-2.906,144.625,-5.062,-6.625,-0.050,-0.005,-0.080,-0.860,1.130,9.700,0.303,0.060,-0.042,-0.950
494,35.504,-0.990,1.150,9.630,-70.781,-52.625,-42.812,0.000,-0.125,-2.906,144.625,-5.062,-6.625,-0.050,-0.005,-0.080,-0.860,1.130,9.700,0.303,0.060,-0.042,-0.950
495,35.580,-0.915,1.110,9.620,-70.375,-52.406,-43.218,-0.093,-0.031,-0.031,144.625,-5.062,-6.625,-0.030,-0.005,-0.095,-0.865,1.770,9.700,0.303,0.060,-0.042,-0.950
496,35.650,-1.190,1.830,9.590,-70.781,-53.156,-43.468,-0.281,1.125,8.844,144.531,-5.062,-6.625,-0.090,0.060,-0.085,-0.870,1.770,9.700,0.303,0.060,-0.042,-0.950
497,35.722,-1.035,1.730,9.510,-71.719,-52.406,-43.468,-0.938,-1.875,15.438,142.813,-4.906,-6.750,0.025,-0.065,-0.140,-0.840,1.150,9.700,0.318,0.059,-0.042,-0.946
498,35.790,-1.160,1.330,9.515,-73.219,-50.156,-44.282,-1.344,-4.344,43.594,140.875,-4.625,-6.875,-0.960,0.405,-0.310,-0.790,1.170,9.700,0.334,0.058,-0.043,-0.940
499,35.860,-1.200,1.340,9.635,-73.781,-49.812,-44.282,0.125,-2.188,26.719,140.437,-4.750,-6.875,-1.005,0.520,-0.255,-0.815,1.170,9.695,0.336,0.059,-0.042,-0.939
500,35.934,-0.990,1.020,9.725,-74.125,-50.031,-44.812,14.625,1.344,16.282,139.937,-4.938,-7.219,-0.175,-0.095,-0.035,-0.845,1.255,9.680,0.342,0.063,-0.046,-0.936
500,35.934,-0.990,1.020,9.725,-74.125,-50.031,-44.812,14.625,1.344,16.282,139.937,-4.938,-7.219,-0.175,-0.095,-0.035,-0.845,1.255,9.680,0.342,0.063,-0.046,-0.936
501,36.005,-1.135,1.465,9.610,-75.438,-48.875,-45.406,26.719,-1.469,28.812,139.062,-4.719,-8.625,-0.330,-0.010,0.035,-0.800,1.515,9.645,0.349,0.066,-0.059,-0.933
502,36.080,-0.815,1.850,9.885,-76.938,-48.469,-44.875,26.500,2.594,4.312,138.375,-4.562,-10.563,0.080,-0.035,0.305,-0.775,1.815,9.595,0.353,0.071,-0.073,-0.930
503,36.147,-1.135,2.290,9.995,-78.031,-48.688,-43.875,20.875,19.656,-27.343,138.938,-5.187,-12.219,0.340,0.425,0.180,-0.885,2.070,9.535,0.348,0.080,-0.084,-0.931
504,36.219,-0.920,2.705,9.275,-77.438,-49.625,-43.656,16.375,21.906,-38.437,140.031,-6.344,-13.938,0.630,0.640,-0.390,-1.090,2.370,9.445,0.339,0.095,-0.096,-0.931
505,36.287,-0.960,2.745,8.995,-75.938,-52.562,-46.062,15.687,17.125,-13.187,140.344,-7.156,-15.469,0.315,0.140,-0.360,-1.245,2.625,9.360,0.335,0.106,-0.105,-0.931
505,36.287,-0.960,2.745,8.995,-75.938,-52.562,-46.062,15.687,17.125,-13.187,140.344,-7.156,-15.469,0.315,0.140,-0.360,-1.245,2.625,9.360,0.335,0.106,-0.105,-0.931
506,36.358,-1.420,3.335,9.135,-74.938,-54.875,-47.625,27.406,5.938,19.782,139.937,-7.563,-16.812,-0.365,-0.390,0.025,-1.305,2.820,9.295,0.338,0.114,-0.114,-0.927
507,36.434,-1.255,3.385,9.185,-74.719,-55.625,-47.782,32.625,-4.812,29.688,138.719,-7.031,-18.406,-0.340,-0.590,0.130,-1.200,3.070,9.225,0.347,0.115,-0.127,-0.922
508,36.505,-1.375,2.955,9.370,-75.062,-55.625,-46.969,23.125,2.812,5.938,137.812,-6.500,-20.000,-0.255,-0.375,0.215,-1.120,3.345,9.140,0.353,0.117,-0.141,-0.917
509,36.578,-1.635,3.305,9.100,-74.312,-56.438,-45.375,16.250,-2.938,16.032,137.656,-6.750,-21.219,-0.475,-0.220,0.030,-1.160,3.540,9.065,0.354,0.123,-0.150,-0.915
510,36.646,-1.295,3.320,9.295,-73.250,-57.782,-44.844,5.781,-2.406,26.969,137.219,-7.000,-22.094,-0.100,-0.335,0.285,-1.190,3.660,9.010,0.357,0.128,-0.155,-0.913
511,36.717,-1.525,3.575,9.630,-73.250,-57.718,-45.688,2.687,0.219,9.688,136.812,-7.219,-22.625,-0.290,-0.160,0.650,-1.235,3.740,8.970,0.359,0.132,-0.158,-0.911
511,36.717,-1.525,3.575,9.630,-73.250,-57.718,-45.688,2.687,0.219,9.688,136.812,-7.219,-22.625,-0.290,-0.160,0.650,-1.235,3.740,8.970,0.359,0.132,-0.158,-0.911
512,36.789,-2.055,3.940,9.270,-72.156,-58.156,-44.938,10.625,-9.000,5.782,137.344,-7.531,-23.156,-0.965,0.325,0.355,-1.285,3.835,8.925,0.355,0.136,-0.163,-0.911
513,36.861,-1.395,3.915,9.135,-70.062,-59.500,-43.375,20.032,-3.750,15.594,137.563,-7.750,-24.593,-0.550,0.115,0.395,-1.320,4.055,8.820,0.353,0.142,-0.173,-0.909
514,36.937,-1.205,4.230,8.960,-68.219,-60.812,-43.406,23.500,5.594,10.094,137.313,-8.125,-26.532,-0.100,-0.070,0.350,-1.390,4.335,8.675,0.353,0.151,-0.186,-0.905
515,37.005,-1.525,4.465,8.650,-66.219,-62.468,-43.250,24.188,7.657,2.188,136.906,-8.344,-28.188,-0.165,0.045,0.200,-1.425,4.585,8.540,0.354,0.159,-0.198,-0.900
516,37.076,-1.765,4.610,8.595,-63.625,-64.062,-41.750,22.719,2.844,8.938,136.281,-8.344,-29.813,-0.400,-0.045,0.270,-1.425,4.840,8.395,0.358,0.166,-0.210,-0.895
516,37.076,-1.765,4.610,8.595,-63.625,-64.062,-41.750,22.719,2.844,8.938,136.281,-8.344,-29.813,-0.400,-0.045,0.270,-1.425,4.840,8.395,0.358,0.166,-0.210,-0.895
517,37.150,-2.155,5.165,8.160,-61.438,-64.906,-39.906,24.625,12.125,11.719,135.969,-8.812,-31.500,-0.405,-0.020,0.025,-1.525,5.100,8.225,0.360,0.177,-0.221,-0.889
518,37.221,-2.095,5.400,8.005,-59.938,-65.219,-39.968,28.718,23.750,-3.656,136.062,-10.093,-33.468,-0.130,-0.045,0.090,-1.740,5.345,8.025,0.357,0.194,-0.230,-0.885
519,37.289,-1.945,5.375,8.075,-56.188,-67.375,-38.718,26.938,17.656,-6.500,136.500,-11.562,-35.532,0.085,-0.280,0.385,-1.970,5.600,7.795,0.351,0.211,-0.240,-0.881
520,37.365,-2.215,5.620,7.890,-52.282,-69.812,-36.718,18.562,9.875,5.625,136.438,-12.281,-37.250,-0.220,-0.240,0.165,-2.090,5.815,7.605,0.349,0.222,-0.250,-0.875
521,37.434,-2.150,5.890,8.120,-50.688,-70.219,-35.938,17.093,2.906,0.750,136.469,-12.938,-38.750,-0.215,-0.065,0.605,-2.185,5.990,7.435,0.347,0.231,-0.259,-0.871
522,37.501,-2.095,5.945,8.045,-49.375,-71.125,-34.938,31.062,-3.094,-14.094,137.000,-13.125,-40.063,-0.155,0.035,0.715,-2.235,6.180,7.260,0.341,0.237,-0.270,-0.869
523,37.573,-2.330,6.320,7.745,-48.750,-71.938,-33.438,47.781,3.469,3.469,137.375,-13.188,-42.438,-0.275,0.105,0.525,-2.255,6.465,7.005,0.336,0.245,-0.287,-0.863
523,37.573,-2.330,6.320,7.745,-48.750,-71.938,-33.438,47.781,3.469,3.469,137.375,-13.188,-42.438,-0.275,0.105,0.525,-2.255,6.465,7.005,0.336,0.245,-0.287,-0.863
524,37.640,-2.345,6.920,7.250,-47.125,-72.375,-29.750,44.469,4.532,24.250,136.594,-12.688,-45.750,-0.185,0.070,0.580,-2.155,6.850,6.665,0.339,0.253,-0.311,-0.851
525,37.711,-2.060,7.125,6.550,-45.844,-72.406,-25.375,52.000,-1.343,36.250,135.094,-11.218,-49.250,-0.140,-0.150,0.275,-1.870,7.320,6.225,0.347,0.257,-0.343,-0.834
526,37.782,-1.735,7.775,6.225,-46.188,-72.219,-19.906,73.000,-0.093,33.282,133.625,-9.593,-53.688,-0.090,0.000,0.510,-1.595,7.820,5.670,0.351,0.262,-0.377,-0.816
527,37.850,-1.570,8.075,5.465,-45.844,-72.531,-14.281,56.532,-2.844,17.250,132.562,-8.312,-58.219,-0.140,-0.160,0.365,-1.420,8.240,5.100,0.350,0.270,-0.408,-0.798
528,37.921,-1.475,7.980,4.810,-44.875,-72.094,-10.875,22.843,-3.531,5.000,132.406,-7.875,-60.906,-0.120,-0.500,0.095,-1.345,8.485,4.710,0.347,0.276,-0.428,-0.788
529,37.989,-1.490,8.105,4.830,-43.969,-71.500,-8.062,6.281,-0.156,-2.750,132.625,-7.844,-61.781,-0.075,-0.355,0.355,-1.340,8.555,4.580,0.344,0.278,-0.434,-0.784
529,37.989,-1.490,8.105,4.830,-43.969,-71.500,-8.062,6.281,-0.156,-2.750,132.625,-7.844,-61.781,-0.075,-0.355,0.355,-1.340,8.555,4.580,0.344,0.278,-0.434,-0.784
530,38.060,-1.545,8.360,4.855,-43.469,-71.625,-7.031,0.844,-0.062,1.719,132.875,-8.000,-62.094,-0.110,-0.125,0.425,-1.365,8.575,4.535,0.342,0.279,-0.436,-0.784
531,38.134,-1.555,8.660,5.060,-43.500,-71.469,-6.938,-0.594,0.563,-2.531,133.062,-8.156,-61.969,-0.165,0.090,0.500,-1.395,8.560,4.550,0.341,0.280,-0.435,-0.785
